L5-53_90414.png,3,0.115191221,5,5
L4-139_0502.png,2,0.029797792,4,4
L4-83_7200.png,2,0.031271458,4,4
L6-199_976594.png,4,0.030407667,6,6
L2-152_34.png,0,0.029406071,2,2
L5-156_20458.png,3,0.029354095,5,5
L2-56_18.png,0,0.029630661,2,2
L5-20_41934.png,3,0.031099558,5,5
L3-66_693.png,1,0.029960155,3,3
L3-129_492.png,1,0.028836012,3,3
L2-10_16.png,0,0.029227018,2,2
L3-88_153.png,1,0.030439377,3,3
L5-101_02961.png,3,0.02880764,5,5
L3-3_466.png,1,0.030224085,3,3
L2-168_34.png,0,0.030375481,2,2
L2-55_18.png,0,0.030493259,2,2
L4-89_3342.png,2,0.029036999,4,4
L6-21_973372.png,4,0.030186653,6,6
L6-89_568414.png,4,0.029522419,6,6
L2-91_68.png,0,0.027420282,2,2
L6-124_949829.png,4,0.029226303,6,6
L5-32_68069.png,4,0.029485464,5,6
L4-179_1292.png,2,0.030516624,4,4
L3-158_309.png,1,0.029822588,3,3
L6-163_761753.png,4,0.029509306,6,6
L4-170_6233.png,2,0.029319286,4,4
L4-193_9267.png,2,0.030928612,4,4
L2-120_93.png,0,0.030154228,2,2
L3-10_918.png,1,0.029457569,3,3
L6-51_049868.png,4,0.029188156,6,6
L3-132_786.png,1,0.029093504,3,3
L3-70_693.png,1,0.031301737,3,3
L4-128_8930.png,2,0.029830217,4,4
L6-73_036189.png,4,0.030521393,6,6
L4-184_2251.png,2,0.030346155,4,4
L6-171_146333.png,4,0.030871868,6,6
L4-26_9470.png,2,0.030152559,4,4
L4-98_1269.png,2,0.02977562,4,4
L6-139_247472.png,4,0.028972149,6,6
L5-33_41450.png,3,0.030655622,5,5
L5-35_85625.png,3,0.031892538,5,5
L5-105_44216.png,3,0.029519796,5,5
L4-8_6427.png,2,0.030816793,4,4
L5-99_03315.png,3,0.030787945,5,5
L2-141_21.png,0,0.026614428,2,2
L6-36_366731.png,4,0.027386427,6,6
L5-64_06083.png,3,0.031494856,5,5
L5-112_80449.png,3,0.029790401,5,5
L3-125_450.png,1,0.031971931,3,3
L5-186_89144.png,3,0.030025244,5,5
L4-190_1020.png,2,0.027302504,4,4
L6-63_629630.png,4,0.027891397,6,6
L6-111_245498.png,4,0.029231787,6,6
L2-68_28.png,0,0.032377481,2,2
L2-112_78.png,0,0.030147314,2,2
L5-180_02889.png,3,0.031270504,5,5
L4-74_6956.png,2,0.030749798,4,4
L4-93_9540.png,2,0.031098127,4,4
L6-189_789794.png,4,0.029795408,6,6
L3-68_274.png,1,0.030036688,3,3
L2-94_31.png,0,0.029849768,2,2
L6-71_070076.png,4,0.02955842,6,6
L3-1_784.png,1,0.02940321,3,3
L6-61_939858.png,4,0.029508352,6,6
L5-191_85132.png,3,0.029689789,5,5
L3-49_664.png,1,0.029675007,3,3
L3-24_404.png,1,0.028472662,3,3
L4-134_7726.png,2,0.028793812,4,4
L5-47_58345.png,4,0.029288292,5,6
L3-107_629.png,1,0.029528141,3,3
L4-127_6474.png,2,0.030753851,4,4
L4-137_5472.png,2,0.030976772,4,4
L3-31_427.png,1,0.028962135,3,3
L6-121_405146.png,4,0.02884984,6,6
L3-90_915.png,1,0.029868603,3,3
L3-53_248.png,1,0.029888153,3,3
L6-57_657208.png,4,0.028730392,6,6
L2-90_80.png,0,0.028476715,2,2
L3-69_066.png,1,0.03034091,3,3
L2-70_94.png,0,0.031175852,2,2
L5-90_96413.png,3,0.030455351,5,5
L5-49_31512.png,3,0.029479742,5,5
L3-105_843.png,1,0.02892828,3,3
L6-176_780176.png,4,0.030627489,6,6
L3-35_442.png,1,0.028769493,3,3
L2-181_56.png,0,0.030209303,2,2
L3-11_998.png,1,0.027867794,3,3
L2-111_91.png,0,0.030634165,2,2
L6-47_434345.png,4,0.029154301,6,6
L5-171_40723.png,3,0.027974367,5,5
L5-107_24840.png,3,0.029917717,5,5
L6-80_327390.png,4,0.029066086,6,6
L6-6_965012.png,4,0.027870417,6,6
L6-152_602798.png,4,0.028578281,6,6
L3-78_136.png,1,0.028970718,3,3
L4-107_7126.png,2,0.028116941,4,4
L3-65_791.png,1,0.029005766,3,3
L3-148_034.png,1,0.030091047,3,3
L3-22_456.png,1,0.028727293,3,3
L5-52_58939.png,3,0.027708769,5,5
L5-19_80621.png,3,0.029352665,5,5
L5-71_38473.png,3,0.029274464,5,5
L5-87_54375.png,3,0.030213833,5,5
L6-84_035467.png,4,0.029380798,6,6
L4-112_9930.png,2,0.030468941,4,4
L4-27_5824.png,2,0.028240442,4,4
L6-177_737768.png,4,0.031010866,6,6
L3-92_554.png,1,0.030054092,3,3
L6-62_632946.png,4,0.029829502,6,6
L4-171_7345.png,2,0.030985117,4,4
L6-190_693755.png,4,0.031396627,6,6
L3-28_200.png,1,0.029124975,3,3
L2-76_18.png,0,0.028491735,2,2
L6-69_504731.png,4,0.030375242,6,6
L6-16_728161.png,4,0.029373407,6,6
L3-195_979.png,1,0.029060841,3,3
L6-161_778237.png,4,0.030115366,6,6
L5-120_75773.png,3,0.029234648,5,5
L3-197_293.png,1,0.029704809,3,3
L2-27_85.png,0,0.029576302,2,2
L6-169_752266.png,4,0.030646086,6,6
L6-112_403771.png,4,0.030054331,6,6
L3-147_572.png,1,0.029478073,3,3
L4-198_8354.png,2,0.028045177,4,4
L3-80_881.png,1,0.028756142,3,3
L2-192_64.png,0,0.030094862,2,2
L5-57_70079.png,4,0.029666185,5,6
